,OI,CHNG IN OI,VOLUME,IV,LTP,CHNG,BID QTY,BID PRICE,ASK PRICE,ASK QTY,STRIKE PRICE,BID QTY.1,BID PRICE.1,ASK PRICE.1,ASK QTY.1,CHNG.1,LTP.1,IV.1,VOLUME.1,CHNG IN OI.1,OI.1
44,765.0,-122.0,171.0,47.79,778.95,-95.2,75.0,777.3,790.7,75.0,8300.0,75.0,140.0,142.85,75.0,-18.55,140.25,57.16,12045.0,1095.0,4102.0
45,28.0,-1.0,1.0,53.25,915.0,141.9,75.0,539.35,814.55,9900.0,8350.0,75.0,143.3,162.05,75.0,-6.3,163.25,56.21,64.0,6.0,85.0
46,935.0,-42.0,127.0,46.75,699.0,-92.15,75.0,699.0,713.05,75.0,8400.0,75.0,163.4,164.0,525.0,-17.35,164.0,56.23,9920.0,480.0,3549.0
47,76.0,1.0,2.0,64.38,691.95,-8.05,9900.0,443.3,758.15,9900.0,8450.0,75.0,115.15,186.65,75.0,-9.85,184.15,55.65,96.0,-7.0,77.0
48,9242.0,105.0,3548.0,48.12,627.0,-87.15,525.0,630.2,638.05,75.0,8500.0,75.0,189.2,189.95,225.0,-15.6,189.85,55.25,48545.0,856.0,24358.0
49,46.0,0,2.0,53.47,765.25,78.35,225.0,400.0,759.7,750.0,8550.0,75.0,196.55,214.95,150.0,-4.95,212.0,54.8,113.0,17.0,74.0
50,2290.0,1.0,256.0,48.42,561.9,-80.45,75.0,554.8,565.55,75.0,8600.0,75.0,216.0,219.0,75.0,-13.15,218.9,54.23,9581.0,449.0,3648.0
51,84.0,0,21.0,62.04,522.0,-94.05,75.0,508.1,539.45,75.0,8650.0,75.0,225.0,239.45,75.0,-10.1,234.1,53.33,134.0,13.0,58.0
52,1954.0,5.0,623.0,46.54,482.35,-90.95,75.0,487.15,496.6,75.0,8700.0,375.0,248.0,248.55,75.0,-16.05,246.8,53.03,9548.0,145.0,4623.0
53,28.0,-1.0,16.0,56.39,461.85,-80.1,75.0,435.1,522.35,75.0,8750.0,75.0,191.05,282.2,75.0,-15.05,263.2,52.68,177.0,29.0,104.0
54,2020.0,88.0,2029.0,45.6,428.1,-76.5,75.0,422.8,432.9,75.0,8800.0,150.0,283.0,283.05,75.0,-13.35,283.05,52.03,13246.0,808.0,5653.0
55,102.0,-5.0,39.0,56.89,386.5,-109.4,75.0,390.05,405.0,300.0,8850.0,75.0,300.1,313.3,75.0,-13.0,300.25,52.16,139.0,9.0,60.0
56,1033.0,55.0,2734.0,45.33,373.0,-73.15,75.0,365.0,381.6,75.0,8900.0,750.0,323.0,325.9,75.0,-10.15,323.0,51.05,10505.0,764.0,3627.0
57,87.0,9.0,122.0,44.87,330.0,-86.3,75.0,334.85,377.95,75.0,8950.0,300.0,345.05,364.55,75.0,-7.95,345.1,50.76,234.0,-18.0,133.0
58,20382.0,-1206.0,32902.0,43.98,310.95,-71.4,225.0,311.0,314.85,75.0,9000.0,1425.0,366.0,368.0,75.0,-5.2,368.0,50.15,60255.0,2761.0,25749.0
59,88.0,-11.0,201.0,43.54,266.15,-93.05,75.0,270.0,283.0,75.0,9050.0,75.0,370.3,394.5,75.0,-11.45,386.05,50.03,322.0,-5.0,69.0
60,2433.0,126.0,8718.0,43.86,261.0,-69.45,75.0,260.0,262.0,150.0,9100.0,75.0,411.1,419.0,150.0,-1.15,418.6,49.91,10112.0,384.0,2129.0
61,73.0,21.0,464.0,43.42,249.15,-54.4,75.0,233.05,259.95,150.0,9150.0,75.0,437.1,461.95,75.0,21.85,451.9,49.94,407.0,9.0,43.0
62,4065.0,1186.0,18045.0,43.32,214.8,-66.8,225.0,215.0,217.0,75.0,9200.0,750.0,469.05,475.15,75.0,-1.5,470.0,49.28,11400.0,667.0,1708.0
63,118.0,85.0,1408.0,42.97,197.85,-60.55,75.0,184.75,198.0,75.0,9250.0,75.0,484.95,507.8,75.0,16.0,498.0,48.26,511.0,78.0,87.0
64,1954.0,403.0,13108.0,42.68,175.05,-65.0,75.0,175.0,177.0,75.0,9300.0,75.0,525.15,534.75,150.0,9.15,534.4,49.03,2985.0,123.0,699.0
65,56.0,46.0,133.0,42.64,119.55,-111.25,75.0,121.4,167.1,75.0,9350.0,75.0,373.6,654.15,75.0,36.1,586.95,44.73,17.0,1.0,4.0
66,2327.0,206.0,13656.0,42.25,142.45,-58.0,75.0,141.7,144.75,75.0,9400.0,750.0,594.05,601.0,75.0,13.0,600.0,48.22,829.0,106.0,240.0
67,16.0,12.0,115.0,42.02,132.0,-41.4,75.0,94.55,130.95,75.0,9450.0,75.0,484.55,701.45,75.0,-8.3,653.1,44.12,12.0,-1.0,8.0
68,16345.0,892.0,47640.0,41.39,114.85,-52.1,75.0,114.9,115.0,900.0,9500.0,75.0,660.6,668.05,75.0,10.15,661.05,47.67,10700.0,1480.0,11835.0
69,27.0,4.0,145.0,41.4,98.9,-53.0,75.0,98.95,110.6,75.0,9550.0,75.0,575.1,0,0,-693.6,693.6,0,0,0,5.0
70,2658.0,820.0,12544.0,40.76,92.0,-44.0,75.0,90.1,92.95,75.0,9600.0,75.0,735.75,749.65,75.0,32.5,745.0,46.11,196.0,-3.0,172.0
71,0,0,0,0,165.0,-165.0,75.0,56.35,92.5,75.0,9650.0,9900.0,667.55,0,0,0,0,0,0,0,0
72,3137.0,558.0,13603.0,40.08,72.25,-38.1,75.0,69.0,71.3,75.0,9700.0,75.0,812.0,824.6,75.0,35.65,825.7,47.87,679.0,114.0,466.0
73,7.0,7.0,15.0,40.44,42.4,-1506.45,150.0,44.75,64.5,75.0,9750.0,750.0,803.5,989.1,75.0,0,0,0,0,0,0
74,2695.0,545.0,15383.0,39.85,54.95,-33.45,150.0,53.65,55.0,75.0,9800.0,75.0,896.15,909.15,75.0,45.3,910.0,45.88,81.0,-9.0,1014.0
75,0,0,0,0,90.25,-90.25,75.0,20.5,193.6,150.0,9850.0,75.0,873.9,1157.1,75.0,0,0,0,0,0,0
76,1866.0,398.0,11127.0,39.7,43.4,-29.2,150.0,40.55,44.0,75.0,9900.0,75.0,988.55,995.9,75.0,66.2,1001.2,32.02,125.0,-71.0,2098.0
77,13.0,9.0,43.0,39.33,42.7,-28.5,225.0,36.0,42.75,150.0,9950.0,750.0,952.8,1500.75,75.0,0,0,0,0,0,0
78,22251.0,1491.0,58547.0,39.72,35.35,-25.05,1500.0,35.1,35.15,300.0,10000.0,75.0,1077.5,1086.55,75.0,39.55,1079.15,48.76,2151.0,-337.0,8500.0
79,47.0,40.0,91.0,40.27,30.0,-16.4,150.0,30.0,34.95,150.0,10050.0,9900.0,960.9,1325.5,9900.0,-1421.0,1421.0,0,0,0,2.0
80,1007.0,234.0,6383.0,39.47,27.05,-20.5,75.0,25.5,28.4,75.0,10100.0,75.0,1124.75,1239.2,75.0,77.65,1179.7,0,23.0,-13.0,119.0
81,1.0,0,0,0,175.0,-175.0,150.0,11.7,72.4,150.0,10150.0,9900.0,917.15,1456.4,9900.0,-1170.0,1170.0,0,0,0,44.0
82,1150.0,188.0,7161.0,39.39,21.05,-16.9,1200.0,21.0,21.9,75.0,10200.0,75.0,1261.0,1284.05,75.0,49.15,1275.0,41.57,18.0,-2.0,258.0
83,1.0,0,0,0,35.0,-35.0,150.0,10.3,49.95,150.0,10250.0,9900.0,1130.95,1480.0,9900.0,0,0,0,0,0,0
84,1222.0,623.0,5736.0,39.71,16.9,-13.7,150.0,17.0,18.0,75.0,10300.0,150.0,1356.95,1376.75,150.0,67.0,1387.0,0,9.0,1.0,198.0
85,0,0,0,0,0,0,75.0,8.0,82.85,150.0,10350.0,9900.0,1263.1,1598.9,9900.0,0,0,0,0,0,0
86,923.0,296.0,5054.0,40.21,14.5,-10.3,75.0,13.6,15.75,75.0,10400.0,75.0,1448.95,1472.55,75.0,143.45,1507.6,0,13.0,-2.0,94.0
87,0,0,0,0,0,0,600.0,5.65,74.05,150.0,10450.0,9900.0,1332.0,1702.8,9900.0,0,0,0,0,0,0
88,10060.0,292.0,16928.0,40.7,12.15,-7.8,300.0,12.0,12.3,75.0,10500.0,225.0,1553.7,1562.15,75.0,70.6,1574.3,54.82,304.0,-111.0,3171.0
89,0,0,0,0,0,0,9975.0,4.0,94.55,9900.0,10550.0,9900.0,1158.65,1891.1,9900.0,0,0,0,0,0,0
90,1220.0,145.0,3587.0,40.79,10.1,-5.5,225.0,9.2,10.15,75.0,10600.0,150.0,1639.75,1696.95,75.0,120.4,1673.7,0,2.0,1.0,327.0
91,0,0,0,0,0,0,1500.0,2.0,84.55,9900.0,10650.0,9900.0,1248.0,2000.65,9900.0,-2000.0,2000.0,0,0,0,4.0
92,1253.0,241.0,2442.0,41.71,9.25,-4.2,75.0,8.3,9.25,75.0,10700.0,75.0,1745.65,1791.55,75.0,-121.1,1585.9,60.55,6.0,-2.0,157.0
93,0,0,0,0,0,0,1500.0,2.2,74.55,9900.0,10750.0,9900.0,1337.55,2096.75,9900.0,0,0,0,0,0,0
94,1537.0,130.0,2641.0,42.55,7.35,-4.15,75.0,6.4,7.95,75.0,10800.0,75.0,1820.85,1879.65,75.0,74.15,1859.15,0,12.0,-8.0,713.0
95,0,0,0,0,0,0,11475.0,2.0,64.55,9900.0,10850.0,9900.0,1426.95,2183.9,9900.0,0,0,0,0,0,0
96,758.0,47.0,1764.0,43.47,7.0,-2.7,150.0,6.65,7.0,2400.0,10900.0,75.0,1925.5,1995.8,75.0,110.0,1983.05,55.46,5.0,1.0,217.0
97,0,0,0,0,0,0,11475.0,2.0,29.0,750.0,10950.0,9900.0,1516.4,2210.85,9900.0,0,0,0,0,0,0
98,14845.0,980.0,9695.0,44.25,5.1,-3.55,75.0,5.1,5.25,75.0,11000.0,75.0,2041.4,2051.75,75.0,78.85,2058.0,72.22,71.0,-32.0,3637.0
99,0,0,0,0,0,0,9975.0,1.2,36.6,9900.0,11050.0,9900.0,1606.1,2317.45,9900.0,0,0,0,0,0,0
100,844.0,133.0,325.0,46.32,5.0,-3.35,75.0,5.05,5.7,75.0,11100.0,75.0,2133.65,2216.7,75.0,-95.15,1934.85,49.24,1.0,1.0,238.0
101,0,0,0,0,0,0,9975.0,1.0,32.35,9900.0,11150.0,9900.0,1675.25,2436.35,9900.0,0,0,0,0,0,0
102,1168.0,16.0,255.0,46.78,4.5,-2.95,225.0,4.5,5.0,75.0,11200.0,150.0,2185.0,2363.1,600.0,-171.0,2029.0,45.81,29.0,1.0,577.0
103,19.0,0,0,0,43.7,-43.7,150.0,0.4,27.6,9900.0,11250.0,9900.0,1764.5,2555.05,9900.0,-190.0,190.0,0,0,0,1.0
104,662.0,11.0,118.0,48.52,4.5,-2.55,75.0,4.25,5.25,300.0,11300.0,75.0,2243.4,2617.75,75.0,-217.15,2075.0,0,7.0,-7.0,603.0
105,0,0,0,0,0,0,750.0,1.25,29.25,9900.0,11350.0,9900.0,1853.9,2729.25,9900.0,0,0,0,0,0,0
106,1077.0,18.0,103.0,49.49,4.55,-2.45,300.0,4.35,5.45,525.0,11400.0,75.0,2378.8,2574.5,1725.0,-246.7,2166.35,0,11.0,-7.0,471.0
107,0,0,0,0,0,0,225.0,0.3,27.9,9900.0,11450.0,9900.0,2015.3,2811.5,9900.0,-399.0,399.0,0,0,0,1.0
108,11009.0,-209.0,1428.0,49.13,3.6,-1.0,1275.0,3.6,3.8,150.0,11500.0,75.0,2538.5,2549.15,75.0,103.05,2582.0,0,26.0,-8.0,640.0
109,0,0,0,0,0,0,300.0,0.35,27.25,9900.0,11550.0,9900.0,2111.2,2920.4,9900.0,-449.0,449.0,0,0,0,1.0
110,1060.0,72.0,136.0,50.89,4.25,-0.75,75.0,3.9,4.25,75.0,11600.0,75.0,2623.8,2781.7,3075.0,30.35,2662.0,0,9.0,-3.0,158.0
111,0,0,0,0,0,0,225.0,0.35,27.6,9900.0,11650.0,9900.0,2201.45,3002.85,9900.0,0,0,0,0,0,0
112,1213.0,-28.0,72.0,52.31,3.7,-0.6,4575.0,3.7,4.0,375.0,11700.0,675.0,2650.05,2811.15,975.0,-2652.9,2652.9,0,0,0,2616.0
113,0,0,0,0,0,0,300.0,0.35,27.35,9900.0,11750.0,9900.0,2291.55,3132.7,9900.0,0,0,0,0,0,0
114,1590.0,-23.0,58.0,53.6,3.6,-0.95,1800.0,3.25,3.65,75.0,11800.0,75.0,2810.9,2891.05,75.0,-460.3,2588.35,0,8.0,-4.0,342.0
115,0,0,0,0,0,0,300.0,1.0,27.25,9900.0,11850.0,9900.0,2381.8,3155.5,9900.0,0,0,0,0,0,0
116,1119.0,13.0,59.0,55.49,3.55,-1.15,225.0,3.55,3.8,75.0,11900.0,600.0,2840.2,2955.25,75.0,-236.35,2693.6,0,1.0,0,72.0
117,0,0,0,0,0,0,300.0,0.3,27.35,9900.0,11950.0,9900.0,2472.15,3267.05,9900.0,-1460.0,1460.0,0,0,0,2.0
118,10705.0,-669.0,2454.0,55.88,3.05,-0.45,8850.0,3.0,3.15,1500.0,12000.0,1425.0,3040.0,3045.7,375.0,81.4,3040.0,0,47.0,-14.0,3795.0
119,0,0,0,0,0,0,300.0,0.3,26.5,9900.0,12050.0,9900.0,2780.2,3371.8,9900.0,0,0,0,0,0,0
120,677.0,30.0,116.0,56.73,3.0,-1.35,900.0,2.75,3.1,75.0,12100.0,75.0,3017.3,3383.4,1200.0,-225.0,2860.0,0,4.0,-4.0,74.0
121,0,0,0,0,6.0,-6.0,600.0,0.3,125.0,3000.0,12150.0,9900.0,2652.7,3497.4,9900.0,0,0,0,0,0,0
122,434.0,-19.0,80.0,55.8,2.2,-1.0,75.0,2.2,2.8,75.0,12200.0,600.0,3131.3,3586.75,75.0,-38.6,3237.2,0,9.0,-2.0,49.0
123,0,0,0,0,0,0,600.0,0.3,26.1,9900.0,12250.0,9900.0,2742.95,3617.35,9900.0,0,0,0,0,0,0
124,419.0,2.0,43.0,59.27,2.8,-0.3,1875.0,1.9,3.0,225.0,12300.0,75.0,3216.85,3609.55,3075.0,-3551.95,3551.95,0,0,0,40.0
125,0,0,0,0,0,0,600.0,0.2,26.4,9900.0,12350.0,9900.0,2150.4,3735.4,9900.0,0,0,0,0,0,0
126,793.0,-4.0,27.0,59.14,2.05,-0.5,150.0,2.05,2.4,150.0,12400.0,375.0,3327.75,3648.55,375.0,-4333.0,4333.0,0,0,0,6.0
127,0,0,0,0,0,0,600.0,0.2,25.7,9900.0,12450.0,9900.0,2835.9,3850.1,9900.0,0,0,0,0,0,0
128,4056.0,79.0,723.0,58.79,1.8,-0.45,6750.0,1.8,2.25,75.0,12500.0,225.0,3550.0,3561.2,75.0,110.15,3586.15,0,22.0,-1.0,994.0
129,60.0,-2.0,73.0,61.32,2.0,-0.7,75.0,1.7,2.2,75.0,12550.0,9900.0,2927.2,4019.25,9900.0,0,0,0,0,0,0
130,483.0,8.0,51.0,60.46,1.75,-0.7,75.0,1.8,1.95,75.0,12600.0,75.0,3516.75,3856.8,75.0,-658.0,658.0,0,0,0,1.0
131,0,0,0,0,0,0,150.0,0.25,25.2,9900.0,12650.0,9900.0,2450.4,4082.35,9900.0,0,0,0,0,0,0
132,166.0,16.0,28.0,60.68,1.65,-1.2,225.0,1.65,1.9,675.0,12700.0,75.0,3598.6,3988.85,9900.0,0,0,0,0,0,0
133,74.0,33.0,225.0,63.08,1.85,-0.55,600.0,1.75,2.0,300.0,12750.0,9900.0,3105.75,4196.3,9900.0,0,0,0,0,0,0
134,275.0,15.0,38.0,63.41,2.0,0.35,450.0,1.7,2.0,75.0,12800.0,75.0,3694.15,4069.35,75.0,-5140.4,5140.4,0,0,0,0
135,0,0,0,0,0,0,900.0,0.2,25.35,9900.0,12850.0,9900.0,3193.0,4378.7,9900.0,0,0,0,0,0,0
136,125.0,-11.0,36.0,64.53,1.4,-0.75,225.0,1.25,1.8,375.0,12900.0,75.0,3784.15,4215.75,75.0,-5250.0,5250.0,0,0,0,2.0
137,0,0,0,0,0,0,900.0,0.1,26.25,9900.0,12950.0,9900.0,3282.55,4434.9,9900.0,0,0,0,0,0,0
138,2829.0,10.0,560.0,64.88,1.7,-0.4,1800.0,1.6,1.7,1875.0,13000.0,75.0,4023.8,4038.35,75.0,86.05,4045.0,92.38,112.0,37.0,1253.0
139,0,0,0,0,0,0,900.0,0.1,25.25,9900.0,13050.0,9900.0,2850.4,4540.25,9900.0,0,0,0,0,0,0
140,87.0,0,2.0,0,2.05,0.05,300.0,1.1,2.0,1050.0,13100.0,9900.0,3417.45,4581.85,9900.0,0,0,0,0,0,0
141,0,0,0,0,0,0,3600.0,0.2,25.45,9900.0,13150.0,9900.0,2950.4,4658.55,9900.0,0,0,0,0,0,0
142,0,0,0,0,0,0,3000.0,0.55,2.95,225.0,13200.0,9900.0,3000.4,4689.95,9900.0,0,0,0,0,0,0
143,0,0,0,0,0,0,3600.0,0.2,42.0,3000.0,13250.0,9900.0,3550.2,4775.75,9900.0,0,0,0,0,0,0
144,13.0,2.0,2.0,69.73,2.05,-0.9,150.0,0.85,1.95,150.0,13300.0,75.0,4153.75,4429.15,1125.0,0,0,0,0,0,0
145,0,0,0,0,0,0,3600.0,0.2,38.0,3000.0,13350.0,9900.0,3150.4,4890.25,9900.0,0,0,0,0,0,0
146,0,0,0,0,0,0,3600.0,0.2,2.95,225.0,13400.0,9900.0,3200.4,4906.6,9900.0,0,0,0,0,0,0
147,0,0,0,0,0,0,3600.0,0.2,35.0,3000.0,13450.0,9900.0,3728.7,5007.85,9900.0,0,0,0,0,0,0
148,2082.0,-31.0,223.0,69.67,1.55,-0.45,750.0,1.5,1.55,3900.0,13500.0,75.0,4514.65,4541.95,75.0,-155.9,4360.0,112.16,3.0,-1.0,1434.0
149,0,0,0,0,0,0,3600.0,0.2,30.0,3000.0,13550.0,9900.0,3818.05,5130.1,9900.0,0,0,0,0,0,0
150,0,0,0,0,0,0,3600.0,0.2,2.95,225.0,13600.0,9900.0,4194.35,4970.1,9900.0,0,0,0,0,0,0
151,0,0,0,0,0,0,3600.0,0.2,27.5,3000.0,13650.0,9900.0,3907.35,5248.95,9900.0,0,0,0,0,0,0
152,36.0,12.0,14.0,72.7,0.8,-1.2,75.0,0.8,1.75,300.0,13700.0,9900.0,4567.15,5156.2,75.0,0,0,0,0,0,0
